ROW_ID,ORDER_ID,SHIP_MODE,CUSTOMER_ID,CUSTOMER_NAME,SEGMENT,COUNTRY,CITY,STATE,POSTAL_CODE,REGION,PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,SALES,QUANTITY,DISCOUNT,PROFIT,ORDER_DATE,SHIP_DATE
1688,CA-2018-143798,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.3680,2,0.20,3.6288,2022-12-09,2022-12-11
1689,CA-2018-143798,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.8800,2,0.20,23.3160,2022-12-09,2022-12-11
1690,CA-2015-142839,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,853.0920,6,0.40,-227.4912,2019-08-15,2019-08-19
1691,CA-2018-129833,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",33.4500,5,0.00,15.3870,2022-12-08,2022-12-14
1692,CA-2018-129833,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,10.4000,5,0.00,5.0960,2022-12-08,2022-12-14
1693,US-2017-154361,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,21.8800,5,0.20,6.2905,2021-03-13,2021-03-18
1694,US-2017-158708,Second Class,AB-10255,Alejandro Ballentine,Home Office,United States,Plano,Texas,75023,Central,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.6160,2,0.20,3.5742,2021-06-25,2021-06-28
1695,CA-2016-156335,Second Class,PO-19195,Phillina Ober,Home Office,United States,Bayonne,New Jersey,7002,East,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.9600,4,0.00,19.8276,2020-09-24,2020-09-27
1696,CA-2016-156335,Second Class,PO-19195,Phillina Ober,Home Office,United States,Bayonne,New Jersey,7002,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,14.4600,3,0.00,7.0854,2020-09-24,2020-09-27
1697,CA-2016-156335,Second Class,PO-19195,Phillina Ober,Home Office,United States,Bayonne,New Jersey,7002,East,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,104.9800,2,0.00,52.4900,2020-09-24,2020-09-27
1698,CA-2016-148376,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Los Angeles,California,90008,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.9600,2,0.00,31.0184,2020-12-26,2020-12-30
1699,CA-2016-148376,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Los Angeles,California,90008,West,OFF-LA-10002381,Office Supplies,Labels,Avery 497,21.5600,7,0.00,10.3488,2020-12-26,2020-12-30
1700,CA-2015-135657,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Seattle,Washington,98115,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,515.8800,6,0.00,113.4936,2019-06-02,2019-06-06
1701,CA-2016-114069,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.8080,2,0.20,4.2804,2020-07-12,2020-07-14
1702,CA-2016-114069,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,1931.0400,9,0.10,321.8400,2020-07-12,2020-07-14
1703,CA-2016-114069,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,9.9600,2,0.00,4.6812,2020-07-12,2020-07-14
1704,CA-2015-139857,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.3500,5,0.00,5.8045,2019-02-01,2019-02-05
1705,CA-2017-106306,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Glendale,Arizona,85301,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.7020,3,0.70,-7.1148,2021-03-07,2021-03-07
1706,CA-2016-100545,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,11.6100,2,0.70,-9.2880,2020-11-21,2020-11-25
1707,CA-2018-123491,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.8600,6,0.00,20.6142,2022-10-29,2022-11-04
1708,CA-2018-123491,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,148.4800,2,0.20,16.7040,2022-10-29,2022-11-04
1709,CA-2018-123491,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",7.4200,2,0.00,3.7100,2022-10-29,2022-11-04
1710,CA-2018-123491,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",71.9920,1,0.20,-0.8999,2022-10-29,2022-11-04
1711,CA-2018-123491,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9000,5,0.00,6.5670,2022-10-29,2022-11-04
1712,CA-2018-123491,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.1200,14,0.00,510.6360,2022-10-29,2022-11-04
1713,CA-2016-145401,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.3040,6,0.20,5.0064,2020-01-29,2020-02-03
1714,US-2018-124968,Second Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.6250,7,0.50,-566.5625,2022-09-07,2022-09-12
1715,CA-2018-104003,Standard Class,DC-13285,Debra Catini,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.6660,2,0.15,-14.4784,2022-10-06,2022-10-12
1716,CA-2017-154788,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York,10011,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.7120,2,0.20,2.7956,2021-04-29,2021-05-03
1717,CA-2017-169943,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9000,5,0.00,70.4410,2021-05-18,2021-05-23
1718,CA-2017-169943,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.9000,5,0.00,0.0000,2021-05-18,2021-05-23
1719,CA-2017-169943,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.9200,4,0.00,15.0864,2021-05-18,2021-05-23
1720,CA-2017-169943,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.7600,8,0.00,12.3256,2021-05-18,2021-05-23
1721,CA-2017-169943,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,47.7440,4,0.20,14.9200,2021-05-18,2021-05-23
1722,US-2016-123218,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,159.9840,2,0.20,11.9988,2020-12-19,2020-12-24
1723,US-2016-123218,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,255.9680,4,0.20,51.1936,2020-12-19,2020-12-24
1724,US-2016-123218,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359.0580,3,0.30,-71.8116,2020-12-19,2020-12-24
1725,CA-2016-127453,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.3520,3,0.20,43.4352,2020-12-18,2020-12-19
1726,CA-2016-127453,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.5520,2,0.20,0.4440,2020-12-18,2020-12-19
1727,CA-2016-127453,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.8320,4,0.20,7.7728,2020-12-18,2020-12-19
1728,US-2018-164056,Second Class,FM-14215,Filia McAdams,Corporate,United States,Dublin,Ohio,43017,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.3500,5,0.40,-69.8900,2022-04-28,2022-05-03
1729,CA-2017-106894,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0000,4,0.00,21.0000,2021-02-06,2021-02-06
1730,CA-2017-106894,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.8300,3,0.00,3.6018,2021-02-06,2021-02-06
1731,CA-2015-125136,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,96.2560,8,0.20,31.2832,2019-09-27,2019-10-02
1732,CA-2015-125136,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,10.6880,2,0.20,3.7408,2019-09-27,2019-10-02
1733,US-2017-131149,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Dallas,Texas,75081,Central,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.0400,3,0.20,-33.8040,2021-07-09,2021-07-13
1734,US-2017-131149,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Dallas,Texas,75081,Central,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.2400,4,0.20,17.3520,2021-07-09,2021-07-13
1735,CA-2018-101483,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.8480,2,0.20,6.5340,2022-07-28,2022-07-31
1736,CA-2018-101483,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0000,5,0.20,1.3750,2022-07-28,2022-07-31
1737,CA-2018-101483,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,4.3680,3,0.20,0.3822,2022-07-28,2022-07-31
1738,CA-2016-130204,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.4400,3,0.00,8.4888,2020-09-02,2020-09-08
1739,CA-2016-130204,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9000,2,0.00,3.4010,2020-09-02,2020-09-08
1740,CA-2016-130204,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.4500,5,0.00,46.6020,2020-09-02,2020-09-08
1741,CA-2015-110527,Standard Class,ED-13885,Emily Ducich,Home Office,United States,San Diego,California,92037,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,20.8800,8,0.00,9.6048,2019-08-08,2019-08-15
1742,CA-2018-152807,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.7360,4,0.20,7.2576,2022-10-29,2022-11-02
1743,CA-2018-152807,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7.1680,2,0.20,0.9856,2022-10-29,2022-11-02
1744,CA-2018-152807,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,11.1680,2,0.20,-2.5128,2022-10-29,2022-11-02
1745,CA-2018-152807,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,442.4000,7,0.20,-55.3000,2022-10-29,2022-11-02
1746,CA-2015-133270,First Class,BM-11785,Bryan Mills,Consumer,United States,Rochester,New York,14609,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.3600,2,0.00,4.9432,2019-06-05,2019-06-08
1747,CA-2017-155670,Second Class,EM-14065,Erin Mull,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.2320,8,0.70,-8.2368,2021-08-12,2021-08-16
1748,CA-2017-155670,Second Class,EM-14065,Erin Mull,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,10.2720,3,0.20,3.2100,2021-08-12,2021-08-16
1749,US-2015-157406,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,10.3680,2,0.20,3.6288,2019-04-24,2019-04-28
1750,US-2015-157406,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095,Central,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,6.2400,3,0.20,0.5460,2019-04-24,2019-04-28
1751,CA-2016-139094,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,San Antonio,Texas,78207,Central,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,206.9620,2,0.30,-32.5226,2020-11-21,2020-11-26
1752,CA-2018-168837,First Class,JW-15955,Joni Wasserman,Consumer,United States,Oakland,California,94601,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.4600,2,0.00,3.6894,2022-10-13,2022-10-16
1753,CA-2018-116715,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559.6200,9,0.00,151.0974,2022-12-01,2022-12-04
1754,CA-2018-116715,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,109.9200,2,0.00,53.8608,2022-12-01,2022-12-04
1755,CA-2018-116715,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,8.5600,2,0.00,3.8520,2022-12-01,2022-12-04
1756,CA-2016-135622,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,360.7120,11,0.20,130.7581,2020-12-07,2020-12-10
1757,CA-2016-135622,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718.4000,6,0.20,150.3600,2020-12-07,2020-12-10
1758,US-2016-107349,First Class,SL-20155,Sara Luxemburg,Home Office,United States,Houston,Texas,77095,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.5680,6,0.80,-66.5088,2020-07-12,2020-07-14
1759,CA-2015-139017,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Houston,Texas,77095,Central,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.8640,2,0.20,7.6154,2019-05-10,2019-05-16
1760,CA-2015-141817,Standard Class,MB-18085,Mick Brown,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.5360,3,0.20,4.8840,2019-01-04,2019-01-11
1761,CA-2016-130785,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.3320,4,0.15,-4.8392,2020-09-04,2020-09-08
1762,CA-2016-130785,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.7520,6,0.20,9.7038,2020-09-04,2020-09-08
1763,CA-2016-130785,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.1990,3,0.15,-20.6964,2020-09-04,2020-09-08
1764,CA-2017-110254,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.0600,2,0.00,10.5180,2021-08-03,2021-08-07
1765,CA-2017-110254,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,OFF-LA-10004484,Office Supplies,Labels,Avery 476,4.1300,1,0.00,1.8998,2021-08-03,2021-08-07
1766,CA-2017-110254,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,109.8000,9,0.00,46.1160,2021-08-03,2021-08-07
1767,CA-2017-110254,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,OFF-LA-10002034,Office Supplies,Labels,Avery 478,9.8200,2,0.00,4.8118,2021-08-03,2021-08-07
1768,US-2015-158057,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Greensboro,North Carolina,27405,South,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",7.6440,4,0.70,-5.8604,2019-03-21,2019-03-25
1769,US-2015-158057,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Greensboro,North Carolina,27405,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,51.4650,5,0.70,-39.4565,2019-03-21,2019-03-25
1770,CA-2018-146024,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Dallas,Texas,75081,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,6.9760,4,0.20,-1.3952,2022-03-01,2022-03-07
1771,CA-2018-146024,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Dallas,Texas,75081,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,12.2220,7,0.80,-20.1663,2022-03-01,2022-03-07
1772,CA-2017-129686,Second Class,GG-14650,Greg Guthrie,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",97.9840,2,0.20,-24.4960,2021-11-26,2021-11-28
1773,CA-2017-129686,Second Class,GG-14650,Greg Guthrie,Corporate,United States,Chicago,Illinois,60623,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,62.4000,6,0.20,19.5000,2021-11-26,2021-11-28
1774,CA-2015-118976,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.8600,2,0.00,9.3870,2019-04-27,2019-05-02
1775,CA-2015-118976,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,497.6100,9,0.00,129.3786,2019-04-27,2019-05-02
1776,CA-2015-118976,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,5.3400,2,0.00,1.4952,2019-04-27,2019-05-02
1777,CA-2015-118976,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.1500,1,0.00,1.5120,2019-04-27,2019-05-02
1778,CA-2016-105347,Standard Class,DP-13000,Darren Powers,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,368.9100,9,0.00,180.7659,2020-11-23,2020-11-27
1779,CA-2016-105347,Standard Class,DP-13000,Darren Powers,Consumer,United States,Los Angeles,California,90004,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7000,5,0.00,6.6150,2020-11-23,2020-11-27
1780,CA-2017-124667,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10011,East,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,59.9700,3,0.00,14.9925,2021-11-10,2021-11-15
1781,CA-2017-124667,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10011,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,83.3600,1,0.00,20.8400,2021-11-10,2021-11-15
1782,CA-2016-111094,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,2038,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,6.5800,2,0.00,3.0268,2020-07-08,2020-07-12
1783,CA-2016-111094,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,2038,East,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.9400,3,0.00,59.0112,2020-07-08,2020-07-12
1784,CA-2018-166317,Standard Class,JE-15610,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,219.8400,4,0.00,107.7216,2022-09-21,2022-09-25
1785,CA-2018-166317,Standard Class,JE-15610,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.1600,6,0.00,9.8160,2022-09-21,2022-09-25
1786,CA-2018-166317,Standard Class,JE-15610,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,33.0400,8,0.00,15.5288,2022-09-21,2022-09-25
1787,CA-2018-166317,Standard Class,JE-15610,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-PH-10001615,Technology,Phones,AT&T CL82213,86.9700,3,0.00,25.2213,2022-09-21,2022-09-25
1788,CA-2016-154326,Standard Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.9700,3,0.00,64.7856,2020-02-14,2020-02-18
1789,CA-2016-154326,Standard Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.9800,2,0.00,195.9944,2020-02-14,2020-02-18
1790,CA-2016-154326,Standard Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,139.9500,5,0.00,26.5905,2020-02-14,2020-02-18
1791,CA-2015-102008,Standard Class,RA-19915,Russell Applegate,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,48.9400,1,0.00,24.4700,2019-09-29,2019-10-03
1792,CA-2015-120474,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,Central,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.8400,8,0.00,673.8816,2019-11-30,2019-12-02
1793,CA-2015-120474,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",46.6400,4,0.00,12.5928,2019-11-30,2019-12-02
1794,CA-2015-104773,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",60.4160,2,0.20,6.0416,2019-12-07,2019-12-12
1795,CA-2017-140774,Standard Class,BE-11455,Brad Eason,Home Office,United States,Olathe,Kansas,66062,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.9400,3,0.00,26.9850,2021-09-04,2021-09-09
